timestamp,temperature_in_celsius
2017-07-24 22:55:11,20.3
2017-07-24 22:56:10,20.3
2017-07-24 22:57:10,20.3
2017-07-28 12:01:50,22.2
2017-07-28 12:02:54,22.2
2017-07-28 12:03:55,22.2
2017-07-28 12:04:54,22.2
2017-07-28 12:05:54,22.2
2017-07-28 12:06:54,22.2
2017-07-28 12:07:54,22.2
